Credit Score,Geography,Gender,Age,Customer Since,Current Account,Num of products,UPI Enabled,Estimated Yearly Income,Closed
504,Mumbai,Male,50,7,1742832.214,5,1,525560,1
425,Mumbai,Female,35,7,1601806.019,4,1,454227,0
591,Bengaluru,Male,67,1,1421664.719,2,0,77722,0
454,Mumbai,Female,35,4,1335973.063,2,1,393943,0
483,Mumbai,Male,35,4,1528984.736,4,1,446489,0
446,Delhi,Female,44,0,2551762.352,4,1,105305,0
478,Mumbai,Male,44,0,1731348.092,4,0,86936,0
422,Bengaluru,Female,44,3,1065631.159,2,0,444689,0
489,Mumbai,Female,50,1,1181836.732,2,1,109634,1
554,Bengaluru,Female,44,3,0,4,1,308210,0
416,Bengaluru,Female,54,4,735332.3751,2,1,529228,1
581,Mumbai,Female,45,3,2039904.894,4,1,174929,0
445,Mumbai,Female,48,3,2063002.698,2,1,480283,1
543,Bengaluru,Female,41,7,1862455.102,2,1,218834,0
609,Bengaluru,Male,36,1,820452.2919,2,1,55248,0
419,Bengaluru,Female,48,7,0,4,1,507019,0
472,Mumbai,Male,44,1,1665139.734,2,1,345094,1
529,Mumbai,Male,30,4,1561499.567,5,0,401834,1
605,Bengaluru,Female,57,8,0,4,1,310049,0
566,Bengaluru,Male,48,7,0,4,0,77474,0
556,Mumbai,Male,51,4,1460041.23,2,1,321518,1
418,Bengaluru,Male,48,6,0,4,1,10293,0
453,Bengaluru,Male,35,5,2675964.441,4,1,40979,0
522,Bengaluru,Female,34,8,2148314.619,2,1,250725,0
678,Bengaluru,Female,42,7,2063621.26,4,1,372973,0
569,Mumbai,Male,64,2,1085294.444,4,0,250274,0
692,Delhi,Female,39,6,1369992.011,2,0,346195,0
554,Bengaluru,Male,48,0,1536841.115,4,1,481451,0
532,Mumbai,Male,35,1,1437525.465,2,1,345612,0
460,Mumbai,Male,35,8,731028.8224,2,1,392585,0
455,Bengaluru,Female,54,7,188977.7775,2,0,465174,1
417,Mumbai,Female,48,6,1567637.719,2,0,102580,1
475,Delhi,Male,77,1,0,2,0,356892,1
430,Mumbai,Male,82,6,1749747.446,2,0,461684,1
424,Bengaluru,Female,28,4,1549723.489,2,1,449947,1
527,Delhi,Female,35,7,0,2,1,366189,0
655,Mumbai,Female,72,5,2073847.115,2,1,128200,1
537,Bengaluru,Male,19,5,2360256.933,2,1,158719,0
608,Bengaluru,Female,28,8,0,4,0,35640,0
654,Delhi,Male,44,3,1597571.683,2,1,204645,0
622,Mumbai,Female,38,5,1344393.107,4,1,455703,1
540,Bengaluru,Female,22,5,0,4,0,361185,0
456,Delhi,Male,30,1,0,4,1,331194,0
588,Mumbai,Male,57,8,1057903.513,4,0,283243,1
546,Delhi,Female,35,5,1592816.873,4,1,401761,0
574,Mumbai,Male,56,6,1385155.94,2,1,408703,1
543,Bengaluru,Female,23,1,0,4,1,250896,0
449,Bengaluru,Female,36,4,1882893.23,2,0,29924,0
613,Mumbai,Male,44,1,1483454.192,2,1,334319,1
451,Delhi,Male,38,7,0,2,0,293111,0
479,Mumbai,Male,47,8,1619970.06,2,1,332902,1
551,Bengaluru,Female,44,4,0,4,1,514544,0
570,Delhi,Female,30,1,1259238.567,2,0,209063,0
523,Mumbai,Male,38,6,2228293.251,2,0,516551,0
585,Delhi,Male,36,6,0,4,1,54843,0
553,Bengaluru,Female,57,8,2939914.402,4,1,523854,1
519,Bengaluru,Female,38,4,1754875.512,2,0,426437,0
570,Bengaluru,Male,27,2,0,4,0,137133,0
626,Delhi,Female,45,8,0,2,1,130753,0
477,Bengaluru,Male,44,5,0,4,1,103939,0
583,Delhi,Male,38,1,0,4,1,326901,0
400,Mumbai,Female,96,5,2019730.843,4,1,48820,0
558,Mumbai,Female,51,2,1778745.588,2,1,268086,0
462,Bengaluru,Male,57,6,0,4,1,125974,0
605,Mumbai,Female,45,3,1522710.233,2,0,71609,0
575,Bengaluru,Male,74,1,1082341.342,2,1,449510,1
555,Bengaluru,Male,51,4,1625297.102,2,1,529661,0
486,Mumbai,Female,65,7,956341.686,4,1,441343,0
516,Delhi,Female,65,1,0,4,1,484715,0
339,Bengaluru,Female,35,0,0,4,0,2408,0
581,Bengaluru,Female,65,4,1217209.14,2,1,511734,0
523,Mumbai,Female,77,3,2408784.502,2,1,88146,0
533,Bengaluru,Male,19,6,1770206.48,2,0,76797,0
483,Bengaluru,Male,67,4,0,2,1,14820,1
562,Mumbai,Female,28,3,2227076.48,4,1,390065,0
540,Delhi,Female,34,4,1259377.701,4,0,99948,0
503,Bengaluru,Male,42,4,1153171.868,2,1,270385,1
480,Delhi,Male,64,8,967963.6259,4,1,523137,0
565,Delhi,Female,34,4,0,2,1,97520,0
381,Delhi,Female,30,3,0,4,1,467584,0
594,Bengaluru,Female,38,1,0,4,1,346842,0
618,Delhi,Male,74,1,0,4,1,68774,0
372,Bengaluru,Female,48,7,810631.6764,5,1,508925,1
410,Mumbai,Male,51,6,1242551.956,2,1,533422,1
636,Bengaluru,Female,41,4,919628.2122,4,0,295912,0
470,Delhi,Female,31,2,0,2,1,462826,0
552,Mumbai,Female,23,8,1454731.475,2,1,251061,0
540,Bengaluru,Female,56,3,0,4,0,482968,0
590,Bengaluru,Female,51,2,2327563.863,4,1,358359,0
429,Bengaluru,Male,34,1,1399980.493,2,1,499380,0
535,Delhi,Male,42,0,2285903.979,2,0,121111,0
613,Mumbai,Female,35,4,2218885.194,2,1,407719,0
489,Mumbai,Male,36,6,1436209.094,4,1,419229,0
561,Bengaluru,Female,22,4,1805330.531,2,1,142418,1
329,Mumbai,Male,69,4,1618654.278,2,1,229368,1
500,Bengaluru,Female,54,4,0,4,1,451763,0
520,Delhi,Female,38,4,1856217.834,4,0,93018,0
495,Mumbai,Female,30,4,1153588.34,2,1,134618,0
455,Bengaluru,Male,51,1,0,2,0,237364,0
539,Bengaluru,Female,53,7,0,4,1,480335,0
579,Delhi,Female,28,8,0,2,1,259038,0
460,Bengaluru,Female,38,6,0,2,0,204375,0
573,Bengaluru,Female,45,2,1388989.362,2,1,546557,0
570,Bengaluru,Male,50,5,993261.3906,2,1,420134,0
658,Bengaluru,Female,24,6,1357232.017,2,1,502802,0
464,Mumbai,Female,50,0,1329889.335,4,1,349409,0
609,Delhi,Female,75,8,1566430.086,4,0,340916,0
523,Bengaluru,Male,64,2,1287934.678,2,1,95806,1
614,Bengaluru,Male,31,4,2018123.255,4,1,78922,0
559,Mumbai,Male,28,8,2083204.19,4,0,346576,0
621,Delhi,Male,42,5,0,4,1,410169,0
534,Delhi,Male,38,5,618808.2159,2,1,38448,1
464,Bengaluru,Male,41,3,0,4,1,252391,0
472,Bengaluru,Male,87,8,1313046.374,5,1,295603,1
564,Bengaluru,Male,39,4,1596800.334,2,1,243038,1
435,Mumbai,Female,44,7,1652602.885,2,0,166516,1
558,Bengaluru,Male,45,3,1391752.157,2,0,374382,0
575,Bengaluru,Male,41,5,0,2,0,270726,0
685,Bengaluru,Male,42,4,1736863.78,4,1,238561,1
487,Delhi,Female,45,1,0,4,1,435992,0
427,Delhi,Female,31,3,2203215.821,2,1,7413,1
580,Bengaluru,Male,45,8,0,4,1,345943,0
575,Bengaluru,Male,39,8,0,4,1,192895,0
641,Delhi,Female,42,7,1893489.284,2,0,180866,0
518,Mumbai,Female,91,6,1809891.752,2,0,182893,1
543,Bengaluru,Female,59,2,0,2,1,118441,0
563,Bengaluru,Female,94,8,2129993.742,2,1,194117,0
581,Bengaluru,Female,56,1,0,2,1,416916,1
604,Mumbai,Male,53,7,1331002.672,2,0,47606,1
455,Delhi,Female,38,0,0,2,1,501360,0
661,Mumbai,Male,41,5,1175482.257,2,0,73119,1
657,Bengaluru,Male,57,8,2359877.62,2,0,343686,1
526,Bengaluru,Male,50,3,2497928.551,4,0,183911,1
545,Delhi,Female,51,1,1170874.792,2,0,329399,0
667,Bengaluru,Male,61,1,0,4,1,326280,0
551,Delhi,Male,26,7,1709978.355,2,1,116198,0
592,Mumbai,Female,56,3,1449568.932,7,1,358240,1
692,Mumbai,Male,47,4,1173961.961,4,0,292317,0
574,Delhi,Female,44,7,0,4,0,127773,0
478,Mumbai,Male,53,4,1620803.203,4,1,114669,1
540,Bengaluru,Female,70,7,0,4,1,381281,0
447,Bengaluru,Male,26,4,0,4,0,522920,0
546,Mumbai,Male,23,8,1593324.895,2,1,437151,0
547,Bengaluru,Female,42,4,2098626.05,2,1,445945,0
483,Bengaluru,Male,35,3,0,4,1,416396,0
692,Bengaluru,Female,84,7,2399618.453,2,0,504424,1
455,Bengaluru,Female,31,1,0,4,0,426428,0
602,Bengaluru,Male,42,4,0,4,1,75424,0
692,Bengaluru,Female,44,1,0,4,1,219206,0
537,Bengaluru,Female,36,0,797548.5194,2,0,496054,0
643,Delhi,Female,42,5,0,4,1,327367,0
504,Mumbai,Female,44,8,970603.6195,2,1,506197,0
420,Bengaluru,Female,39,4,1672489.497,2,1,349489,0
579,Bengaluru,Male,50,1,1018436.828,2,0,252678,0
567,Bengaluru,Male,107,6,0,4,0,517206,0
431,Bengaluru,Male,70,4,1542739.491,2,0,338304,1
400,Mumbai,Male,32,8,860576.9308,4,0,401935,0
540,Bengaluru,Female,56,2,0,2,1,486111,1
589,Delhi,Female,45,3,0,4,0,261827,0
528,Bengaluru,Female,45,3,1414485.116,2,1,165309,0
453,Bengaluru,Male,65,8,0,2,1,479881,1
397,Bengaluru,Male,34,7,1167706.589,2,0,340317,0
560,Bengaluru,Female,27,0,0,4,1,289834,0
557,Delhi,Male,41,4,2479784.568,2,1,328315,0
630,Bengaluru,Female,47,8,1097106.521,4,1,524978,0
476,Bengaluru,Male,30,5,1296953.5,2,1,112934,0
571,Bengaluru,Male,31,5,2028074.814,2,1,26393,0
377,Bengaluru,Female,39,2,1225091.092,2,1,323613,0
613,Bengaluru,Female,137,3,1552837.188,2,0,535814,0
428,Mumbai,Female,80,5,1760754.859,4,1,123789,0
505,Mumbai,Male,26,7,1898440.761,2,1,202359,1
578,Bengaluru,Female,57,4,2195793.132,2,0,228777,1
627,Bengaluru,Male,36,5,0,4,1,345581,0
612,Bengaluru,Female,36,4,0,4,1,108418,0
405,Mumbai,Female,50,3,2078064.494,2,1,146432,1
496,Bengaluru,Female,27,6,0,4,1,269776,0
428,Mumbai,Male,35,5,1728222.755,4,1,4921,0
557,Bengaluru,Male,48,5,1784023.316,4,1,334173,0
400,Bengaluru,Male,34,6,0,4,1,135522,0
531,Mumbai,Female,41,8,2058842.22,2,0,198228,0
431,Delhi,Female,34,5,0,2,1,29114,0
666,Bengaluru,Male,44,8,0,4,1,83562,0
471,Mumbai,Male,62,4,1490133.362,2,0,526451,1
615,Bengaluru,Female,30,7,2587285.319,2,1,246416,0
576,Delhi,Male,48,4,0,2,0,430166,0
566,Delhi,Male,41,6,0,4,1,225485,0
530,Bengaluru,Female,39,6,823859.6171,5,1,354676,1
440,Bengaluru,Female,48,3,0,4,1,331791,0
445,Mumbai,Female,70,4,1386362.806,5,1,46365,1
527,Bengaluru,Female,23,8,2372834.741,2,1,368993,0
684,Bengaluru,Female,28,7,0,2,1,471041,0
525,Delhi,Male,70,1,1757871.545,2,0,46839,0
623,Bengaluru,Male,54,5,0,4,0,403263,0
606,Delhi,Male,44,6,0,4,1,532161,0
522,Bengaluru,Female,41,4,0,4,1,534885,0
591,Delhi,Female,32,7,1766007.056,2,1,405010,0
401,Bengaluru,Male,36,7,1063101.784,2,1,163458,0
478,Bengaluru,Female,36,7,2009457.294,2,0,336796,0
518,Mumbai,Male,34,8,914243.4697,4,1,204507,0
554,Mumbai,Female,42,7,803193.068,4,1,69298,0
609,Mumbai,Male,53,0,779283.2116,4,0,413946,0
624,Delhi,Female,34,5,0,4,1,536099,0
557,Delhi,Female,47,2,762227.68,2,1,316366,1
692,Bengaluru,Male,30,8,0,4,1,451703,0
422,Mumbai,Female,56,4,1423100.604,2,0,254059,1
652,Delhi,Male,56,5,0,4,1,465797,0
390,Delhi,Female,59,4,1006805.353,2,0,234658,0
580,Bengaluru,Female,67,5,1445993.79,2,0,524738,1
433,Bengaluru,Female,41,4,0,4,1,363848,0
427,Bengaluru,Male,26,5,0,4,1,245399,0
567,Bengaluru,Male,54,1,0,4,1,128246,1
618,Bengaluru,Male,64,2,1220210.441,2,0,492116,1
553,Bengaluru,Female,41,5,2001880.434,2,0,472626,0
422,Delhi,Female,45,4,1395065.94,2,1,267346,0
392,Bengaluru,Female,47,3,0,2,1,88552,0
565,Bengaluru,Female,50,3,2164192.599,4,0,243547,0
514,Bengaluru,Male,38,2,0,4,0,453130,0
440,Bengaluru,Female,26,4,1464500.82,2,1,36746,0
692,Bengaluru,Female,38,5,0,2,0,144654,0
507,Delhi,Male,62,2,1007504.1,2,1,285991,0
615,Bengaluru,Female,91,4,0,5,1,255030,0
357,Bengaluru,Male,89,8,0,2,1,179557,0
539,Bengaluru,Female,31,4,1990596.246,2,1,29942,0
482,Bengaluru,Female,31,6,0,4,1,249865,0
558,Bengaluru,Male,39,7,1290961.784,2,1,96871,0
560,Delhi,Female,42,6,1834939.658,4,1,312140,0
495,Mumbai,Male,47,7,1556428.359,2,0,167581,0
465,Bengaluru,Female,61,4,2599512.296,2,0,1433,0
463,Mumbai,Male,30,3,1205864.443,2,1,14136,1
548,Mumbai,Female,57,1,2655134.203,4,0,93285,0
435,Bengaluru,Male,70,7,1477840.243,5,1,334443,1
585,Bengaluru,Female,94,3,0,4,1,159788,0
527,Mumbai,Female,38,3,1128214.479,4,1,402910,0
442,Bengaluru,Male,50,4,0,4,0,279205,0
466,Bengaluru,Male,36,0,1052959.15,2,1,376664,0
514,Bengaluru,Female,51,2,1205566.543,2,1,66511,0
631,Bengaluru,Male,32,8,2797237.915,4,1,263492,0
563,Delhi,Female,30,8,1510307.545,2,0,44014,1
555,Bengaluru,Male,32,8,0,4,1,534556,0
509,Mumbai,Female,27,3,1703488.243,2,1,336481,0
638,Bengaluru,Female,34,6,0,4,1,392357,0
653,Delhi,Female,47,4,0,4,1,224415,0
579,Bengaluru,Male,31,7,1869687.262,2,1,104580,0
631,Delhi,Female,32,5,0,4,0,175100,0
492,Bengaluru,Male,72,0,657440.7823,2,0,342356,0
400,Mumbai,Male,74,4,1397409.628,2,1,112963,1
463,Bengaluru,Female,48,4,1531774.945,2,1,447005,1
398,Mumbai,Female,44,2,1635245.52,4,1,226483,0
448,Bengaluru,Female,74,4,0,2,1,365774,0
531,Bengaluru,Male,114,4,0,4,1,516742,0
445,Bengaluru,Female,51,1,1086888.735,2,0,219908,0
482,Delhi,Female,44,3,0,2,1,35361,1
482,Bengaluru,Female,28,3,0,4,1,53826,0
557,Bengaluru,Male,51,6,0,4,1,359177,0
550,Bengaluru,Female,44,1,0,4,0,97661,0
546,Delhi,Female,75,1,2564017.598,2,1,59642,0
343,Delhi,Female,38,5,1062061.781,2,1,33324,0
493,Bengaluru,Female,57,3,1105719.341,4,0,377332,1
330,Mumbai,Female,34,4,1751429.714,4,1,199872,0
454,Bengaluru,Female,36,0,1339850.778,2,1,298908,1
530,Mumbai,Female,34,6,1832275.199,4,1,355940,0
420,Bengaluru,Male,56,1,1283452.579,2,1,317244,1
554,Bengaluru,Male,31,2,2009109.438,2,1,142531,0
692,Mumbai,Male,59,5,1396084.647,2,1,306193,0
533,Mumbai,Male,56,6,1817395.228,2,1,315483,1
460,Mumbai,Female,36,7,1701525.896,4,1,289444,0
579,Delhi,Female,103,4,0,4,0,414883,0
527,Bengaluru,Female,30,7,0,4,1,249477,0
692,Mumbai,Male,89,0,1646628.849,2,0,325848,1
414,Bengaluru,Male,85,2,0,2,1,16649,0
461,Delhi,Female,47,7,237339.3982,2,1,260670,0
609,Delhi,Female,41,6,0,4,0,219556,0
554,Bengaluru,Female,51,3,706987.5896,2,1,51434,1
641,Bengaluru,Male,51,8,0,4,1,318127,0
473,Delhi,Female,32,0,531831.5024,2,0,538604,0
589,Bengaluru,Male,48,4,1361096.636,2,0,409863,0
336,Mumbai,Female,45,1,1711738.036,4,1,435338,0
461,Delhi,Female,35,8,1997963.92,2,1,438076,0
480,Bengaluru,Male,79,5,2002199.462,2,1,241671,1
567,Bengaluru,Male,45,5,2069424.201,2,1,123146,0
632,Bengaluru,Male,35,2,0,2,1,373874,1
503,Bengaluru,Male,61,8,418271.2221,5,1,245844,1
530,Mumbai,Female,42,8,1436590.906,2,0,481721,0
474,Mumbai,Male,48,4,867523.7328,2,1,521746,0
448,Mumbai,Female,62,1,1550954.712,2,0,231540,1
374,Delhi,Male,50,5,1689081.495,4,1,486823,1
474,Mumbai,Female,39,7,1549446.686,4,1,78773,0
587,Delhi,Female,51,3,1032859.428,2,0,124966,0
680,Bengaluru,Male,31,8,1757959.244,2,1,421244,0
518,Bengaluru,Female,48,2,0,4,0,280876,0
550,Bengaluru,Female,19,1,910203.2829,2,0,188014,0
612,Mumbai,Female,44,3,2646164.419,2,1,196055,0
506,Delhi,Female,28,8,1863868.579,2,1,418467,0
492,Delhi,Female,28,8,1226595.259,2,0,82887,0
653,Mumbai,Female,38,4,1917661.771,4,1,314724,0
469,Bengaluru,Female,48,1,0,2,1,515842,0
518,Bengaluru,Female,53,2,0,4,0,236762,0
509,Mumbai,Male,42,4,1913871.633,2,1,97608,0
595,Bengaluru,Male,47,6,1511078.456,2,1,427548,0
589,Mumbai,Female,42,5,1619213.338,2,1,324864,0
528,Bengaluru,Male,48,3,1711093.439,2,1,396752,0
579,Bengaluru,Male,31,2,0,2,1,395565,0
478,Bengaluru,Female,57,5,772615.8292,2,1,158808,0
537,Delhi,Male,36,1,0,4,0,322849,0
591,Bengaluru,Male,50,2,1355838.001,2,0,479913,0
565,Mumbai,Male,75,1,1922600.35,2,0,281186,1
522,Delhi,Female,26,8,0,4,1,495386,0
426,Mumbai,Female,28,7,643252.3727,4,1,402919,0
457,Bengaluru,Female,36,5,0,4,1,305740,0
515,Bengaluru,Female,39,3,0,4,1,99319,0
664,Mumbai,Male,38,2,1338781.17,4,1,281954,0
448,Bengaluru,Female,50,1,492004.3034,2,1,64112,0
441,Delhi,Male,27,2,0,4,1,150334,0
384,Bengaluru,Male,27,4,0,4,1,297031,0
422,Delhi,Male,57,5,2171940.737,4,0,403519,1
364,Bengaluru,Male,35,8,0,2,1,415951,0
581,Bengaluru,Female,69,6,1629686.186,2,1,308992,0
531,Delhi,Male,44,8,2034323.807,2,1,324351,0
426,Bengaluru,Female,22,7,1583827.069,2,1,342224,0
581,Delhi,Female,54,7,2057841.937,4,0,383274,0
507,Bengaluru,Male,39,0,1704732.204,2,1,131186,0
428,Bengaluru,Female,32,8,0,4,0,276712,0
509,Delhi,Female,35,6,1315492.486,2,1,369314,0
483,Bengaluru,Female,54,4,1846391.008,2,0,29670,0
448,Delhi,Female,82,6,915461.9481,2,0,176694,0
578,Delhi,Male,30,5,0,2,1,132683,0
514,Mumbai,Male,44,5,999288.7414,4,1,268754,0
481,Bengaluru,Female,24,5,1995300.969,2,1,69348,0
519,Mumbai,Male,27,1,1288256.568,4,1,64362,0
663,Bengaluru,Female,39,4,0,4,0,543832,0
497,Bengaluru,Female,30,2,0,4,0,69581,0
489,Delhi,Male,53,4,0,4,1,160449,0
467,Delhi,Female,41,4,872172.9407,2,1,457737,1
620,Delhi,Male,27,6,1589420.102,4,1,464826,0
546,Delhi,Male,34,4,0,4,0,217187,0
466,Bengaluru,Female,36,8,732795.196,2,1,54793,0
474,Mumbai,Male,47,3,1366774.831,2,1,525385,1
547,Bengaluru,Female,51,4,0,2,0,174893,0
496,Bengaluru,Female,35,6,1503301.205,2,0,10454,0
596,Mumbai,Male,59,4,1251982.843,2,1,331118,1
616,Mumbai,Male,32,5,2245497.699,2,0,197067,1
536,Bengaluru,Male,61,1,0,2,1,318506,1
445,Mumbai,Male,45,5,823467.1038,5,1,234932,1
598,Bengaluru,Female,70,5,1765808.372,2,1,6214,0
516,Delhi,Male,39,8,0,2,1,226405,0
592,Delhi,Male,74,1,1359186.805,2,0,2065,0
385,Mumbai,Male,35,4,1981973.043,4,1,199863,0
506,Bengaluru,Male,34,1,1046346.378,2,1,417293,0
518,Delhi,Female,65,4,1385096.882,2,0,90241,1
605,Bengaluru,Female,41,8,0,4,1,501029,0
681,Mumbai,Female,39,0,1937017.553,2,1,398168,0
460,Mumbai,Male,47,1,1050986.151,4,0,331752,0
557,Bengaluru,Female,32,2,0,4,1,228705,0
603,Bengaluru,Female,31,7,0,4,1,317807,0
639,Bengaluru,Male,45,1,1697788.464,2,1,448782,1
551,Mumbai,Female,30,0,1936150.47,4,1,23990,1
692,Bengaluru,Male,38,2,0,4,0,142250,0
435,Bengaluru,Male,54,2,0,4,0,467476,0
419,Bengaluru,Female,59,4,1684910.57,2,0,405376,1
593,Mumbai,Female,45,5,1651602.035,2,1,506808,1
453,Bengaluru,Female,45,7,1974906.503,2,1,487540,0
581,Bengaluru,Female,84,4,1833554.235,2,0,456670,0
692,Bengaluru,Female,41,3,0,4,1,534359,0
349,Bengaluru,Female,79,6,0,4,1,448489,0
616,Bengaluru,Male,98,0,1022072.932,4,1,422860,0
459,Bengaluru,Female,34,4,0,4,1,146637,0
594,Mumbai,Male,36,6,1701518.431,2,1,41487,1
469,Mumbai,Female,32,6,1732233.812,4,0,256907,0
527,Bengaluru,Female,48,4,1848330.506,2,1,278416,1
543,Mumbai,Male,41,1,1435579.971,2,1,146342,0
535,Delhi,Male,34,2,325934.5734,2,1,283971,1
576,Bengaluru,Male,38,4,0,2,1,172250,0
518,Bengaluru,Female,36,0,1733623.849,4,0,204361,0
492,Bengaluru,Female,30,6,0,4,0,160543,0
405,Mumbai,Female,26,7,1555984.739,2,1,362236,0
418,Bengaluru,Male,51,8,0,4,1,417825,0
553,Mumbai,Female,32,4,1337005.882,4,0,121607,1
466,Bengaluru,Male,45,2,0,4,1,1522,0
592,Bengaluru,Male,30,4,1905711.85,4,1,90619,0
536,Delhi,Male,44,8,0,4,1,97816,0
368,Bengaluru,Female,32,6,1411875.458,2,1,271292,0
448,Bengaluru,Male,56,6,0,4,1,357797,0
478,Mumbai,Female,56,8,1329797.168,2,1,382019,1
469,Bengaluru,Female,24,3,0,2,0,215072,1
656,Bengaluru,Female,38,5,0,4,0,276203,0
538,Bengaluru,Male,34,6,1939197.891,4,1,39703,0
466,Bengaluru,Female,47,6,2002251.078,2,1,302628,0
499,Mumbai,Male,32,4,1721839.203,4,1,467524,0
531,Bengaluru,Female,32,2,2516607.19,4,1,417033,0
555,Mumbai,Male,31,5,1221248.608,2,0,89291,1
516,Delhi,Female,34,8,1342339.962,2,1,491763,1
560,Bengaluru,Male,44,6,1586660.582,2,1,431974,0
506,Delhi,Male,48,8,0,4,1,426830,0
579,Mumbai,Male,47,3,1353214.148,4,1,329216,1
517,Delhi,Male,48,8,0,4,1,169855,0
531,Bengaluru,Male,64,3,0,2,1,476703,1
564,Bengaluru,Male,45,4,0,4,0,389965,0
423,Delhi,Male,50,5,0,4,1,94280,0
555,Mumbai,Female,116,5,1561412.238,2,1,139140,0
420,Bengaluru,Female,36,6,1448710.065,2,1,30702,0
605,Mumbai,Female,77,4,1341582.928,2,1,526398,1
564,Bengaluru,Female,92,2,0,4,1,164021,0
582,Bengaluru,Female,20,7,0,4,1,188136,0
508,Delhi,Male,23,5,0,4,0,538840,0
480,Delhi,Male,31,8,1193617.128,2,1,355164,0
502,Bengaluru,Female,69,5,1239024.884,2,1,124184,0
581,Mumbai,Female,69,4,1831904.472,4,0,140578,1
543,Bengaluru,Male,42,8,783382.1582,4,1,185583,0
535,Mumbai,Male,54,8,1773035.523,2,1,436371,0
434,Bengaluru,Female,57,8,951203.7953,2,1,377266,0
472,Bengaluru,Male,39,1,1238322.081,2,0,461076,0
579,Delhi,Female,65,8,0,2,1,323240,1
527,Mumbai,Female,32,5,1921321.021,4,1,8098,0
583,Bengaluru,Female,44,6,0,4,1,434484,0
606,Mumbai,Male,53,0,1521758.707,2,1,93881,1
584,Bengaluru,Male,26,6,0,4,1,83237,0
496,Bengaluru,Male,54,1,0,4,1,547029,0
482,Delhi,Female,39,5,906026.2431,2,1,199128,1
525,Bengaluru,Female,53,8,0,4,0,456751,0
684,Bengaluru,Male,34,3,2269470.079,4,1,347397,0
435,Bengaluru,Female,32,5,1265314.568,2,1,344427,0
430,Mumbai,Female,35,2,1191153.285,2,0,304533,0
469,Bengaluru,Female,45,8,971620.1543,2,0,523483,0
668,Delhi,Male,44,7,0,4,0,345881,1
591,Bengaluru,Male,24,5,0,4,1,149935,0
440,Delhi,Male,30,5,962699.9297,2,0,221101,0
587,Bengaluru,Female,47,3,0,2,1,396934,0
668,Bengaluru,Female,30,2,0,4,1,126232,0
512,Bengaluru,Male,80,5,0,4,1,366242,0
601,Bengaluru,Female,48,4,0,4,0,394214,0
493,Bengaluru,Female,35,5,0,4,0,100116,0
624,Mumbai,Male,39,5,1733576.647,2,1,316634,1
541,Mumbai,Male,54,4,2138820.441,4,1,142121,1
554,Mumbai,Male,53,3,1287571.439,4,1,448124,0
593,Bengaluru,Female,91,2,1115331.236,2,0,280535,0
564,Bengaluru,Female,41,7,2552792.297,2,0,160883,1
611,Mumbai,Female,41,4,803416.3754,2,1,244456,0
385,Delhi,Female,59,7,0,4,1,194912,0
586,Delhi,Female,34,4,1890276.414,2,0,378059,0
413,Bengaluru,Female,36,6,0,4,1,234013,0
646,Mumbai,Male,69,1,842239.2448,2,1,526473,0
548,Bengaluru,Male,44,2,2403832.033,4,0,369608,1
500,Mumbai,Male,34,6,1537671.321,4,1,126481,0
555,Delhi,Male,69,0,947577.4721,4,1,148316,0
441,Bengaluru,Male,45,4,1363532.797,4,1,113070,0
400,Mumbai,Female,64,7,1491577.011,4,1,184422,0
494,Bengaluru,Male,35,5,0,4,0,537179,0
533,Mumbai,Female,38,6,1495192.65,2,1,140352,1
472,Bengaluru,Male,39,7,0,4,0,28377,0
546,Delhi,Male,38,8,0,2,1,63662,0
553,Bengaluru,Female,36,8,2658687.026,2,1,449661,0
514,Delhi,Female,36,2,0,4,1,433631,0
540,Bengaluru,Male,45,7,0,4,1,277187,0
554,Bengaluru,Female,56,0,1299719.52,2,1,15814,0
399,Delhi,Male,59,7,2138201.756,2,1,514874,0
599,Bengaluru,Male,24,0,0,4,1,299617,1
550,Delhi,Female,39,0,0,4,0,383335,0
486,Mumbai,Male,51,6,1513318.577,4,1,152911,0
514,Bengaluru,Female,47,3,2840380.597,4,1,408752,0
388,Mumbai,Male,41,3,1489801.625,2,0,202864,0
574,Bengaluru,Female,32,3,1180583.544,2,1,302809,0
617,Bengaluru,Male,62,2,1140174.084,5,1,186156,1
563,Mumbai,Female,54,5,1902934.34,7,1,515928,1
627,Delhi,Female,54,0,1863706.219,2,0,468472,1
551,Mumbai,Male,41,8,741371.7169,2,1,90621,0
402,Delhi,Female,28,2,0,4,1,61386,0
469,Delhi,Female,54,4,1756869.147,2,0,370549,0
496,Bengaluru,Female,42,5,0,4,0,60361,0
553,Bengaluru,Female,42,4,0,4,1,167791,0
486,Delhi,Male,47,7,1236679.202,2,0,259666,0
592,Bengaluru,Female,17,4,1755718.193,2,1,128612,0
629,Delhi,Female,84,8,1383403.035,2,1,255055,0
621,Delhi,Male,35,7,0,4,1,45826,0
353,Delhi,Female,36,3,0,2,1,7507,0
565,Bengaluru,Male,44,4,2889586.731,2,1,234319,0
628,Mumbai,Male,59,5,1344011.471,2,1,505678,1
544,Mumbai,Female,57,0,670975.875,4,1,498454,0
558,Delhi,Male,39,4,0,4,1,437488,0
479,Bengaluru,Male,34,8,1374601.622,2,1,406096,0
579,Delhi,Male,32,5,0,4,1,417601,0
549,Bengaluru,Male,44,5,731008.7176,2,0,380227,1
414,Delhi,Male,26,3,1344046.661,4,1,292945,0
405,Bengaluru,Female,48,8,0,2,0,60481,0
